Complaint_Text,Standardized_Complaint,Category,Sentiment,Priority,Village,Date,Pincode,lang
Medicines are not available at the PHC.,medicines_not_available,Road,Negative,High,Someshwar,26-07-2024,412306,en
Road conditions are very poor and dangerous.,other_issue,Water,Negative,High,Supa,03-03-2025,413109,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Supa,16-01-2025,413109,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Nimbut,18-02-2024,413110,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Medium,Pandare,09-08-2025,413103,en
No water supply in the village since several days.,no_water_supply,Health,Negative,Medium,Supa,20-07-2024,413109,en
Medicines are not available at the PHC.,medicines_not_available,Health,Neutral,Medium,Malegaon,21-05-2024,413115,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Nimbut,13-08-2025,413110,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Medium,Supa,28-06-2024,413109,en
School building is damaged and unsafe.,other_issue,Sanitation,Negative,Low,Baramati,17-08-2025,413102,en
Electricity supply is irregular in our area.,other_issue,Health,Positive,High,Pandare,19-12-2024,413103,en
Electricity supply is irregular in our area.,other_issue,Electricity,Negative,High,Baramati,21-07-2024,413102,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Malegaon,26-08-2024,413115,en
Electricity supply is irregular in our area.,other_issue,Road,Negative,High,Pandare,25-12-2024,413103,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Nimbut,21-02-2025,413110,en
Sanitation facilities are not adequate in the village.,other_issue,Education,Neutral,Low,Nimbut,25-01-2025,413110,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Someshwar,07-03-2025,412306,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Low,Someshwar,25-11-2024,412306,en
Road conditions are very poor and dangerous.,other_issue,Road,Positive,Low,Someshwar,27-07-2025,412306,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Pandare,30-12-2024,413103,en
Electricity supply is irregular in our area.,other_issue,Road,Neutral,Low,Malegaon,22-08-2025,413115,en
School building is damaged and unsafe.,other_issue,Sanitation,Negative,Low,Someshwar,12-10-2024,412306,en
Sanitation facilities are not adequate in the village.,other_issue,Electricity,Neutral,High,Baramati,13-02-2025,413102,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Malegaon,27-04-2024,413115,en
Electricity supply is irregular in our area.,other_issue,Road,Negative,Medium,Morgaon,06-01-2024,413304,en
Medicines are not available at the PHC.,medicines_not_available,Education,Neutral,Low,Baramati,27-09-2024,413102,en
Medicines are not available at the PHC.,medicines_not_available,Sanitation,Neutral,High,Katphal,20-07-2024,413111,en
Medicines are not available at the PHC.,medicines_not_available,Road,Negative,Medium,Baramati,13-06-2024,413102,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Low,Katphal,19-07-2024,413111,en
No water supply in the village since several days.,no_water_supply,Education,Neutral,Low,Supa,23-06-2025,413109,en
Road conditions are very poor and dangerous.,other_issue,Education,Positive,Low,Supa,12-09-2025,413109,en
Medicines are not available at the PHC.,medicines_not_available,Sanitation,Neutral,Medium,Supa,10-03-2024,413109,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Supa,18-09-2024,413109,en
Sanitation facilities are not adequate in the village.,other_issue,Road,Negative,Medium,Supa,30-06-2025,413109,en
Medicines are not available at the PHC.,medicines_not_available,Health,Positive,Medium,Baramati,19-08-2024,413102,en
Sanitation facilities are not adequate in the village.,other_issue,Water,Positive,High,Malegaon,13-10-2024,413115,en
Road conditions are very poor and dangerous.,other_issue,Electricity,Positive,High,Supa,31-01-2025,413109,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Someshwar,02-08-2025,412306,en
No water supply in the village since several days.,no_water_supply,Health,Negative,High,Katphal,09-05-2024,413111,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Medium,Katphal,11-03-2025,413111,en
Road conditions are very poor and dangerous.,other_issue,Road,Neutral,High,Nimbut,03-06-2024,413110,en
School building is damaged and unsafe.,other_issue,Sanitation,Positive,High,Morgaon,19-04-2025,413304,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Low,Supa,19-06-2024,413109,en
Medicines are not available at the PHC.,medicines_not_available,Education,Negative,Low,Baramati,11-08-2025,413102,en
No water supply in the village since several days.,no_water_supply,Electricity,Neutral,High,Katphal,12-05-2024,413111,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Supa,24-04-2024,413109,en
Medicines are not available at the PHC.,medicines_not_available,Electricity,Negative,High,Katphal,23-02-2024,413111,en
Marathi complaint - needs translation,other_issue,Health,Neutral,High,Nimbut,28-01-2025,413110,en
Road conditions are very poor and dangerous.,other_issue,Electricity,Negative,High,Nimbut,11-07-2025,413110,en
No water supply in the village since several days.,no_water_supply,Water,Negative,High,Someshwar,08-03-2024,412306,en
Road conditions are very poor and dangerous.,other_issue,Water,Positive,High,Pandare,23-09-2024,413103,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Morgaon,13-05-2025,413304,en
Electricity supply is irregular in our area.,other_issue,Health,Negative,Medium,Nimbut,09-04-2025,413110,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Morgaon,19-06-2025,413304,en
No water supply in the village since several days.,no_water_supply,Electricity,Neutral,High,Morgaon,26-11-2024,413304,en
Electricity supply is irregular in our area.,other_issue,Electricity,Positive,High,Katphal,18-02-2025,413111,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Morgaon,17-05-2024,413304,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Katphal,14-07-2024,413111,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Malegaon,19-07-2025,413115,en
School building is damaged and unsafe.,other_issue,Education,Negative,Low,Pandare,12-12-2024,413103,en
Electricity supply is irregular in our area.,other_issue,Water,Positive,High,Malegaon,01-09-2024,413115,en
Sanitation facilities are not adequate in the village.,other_issue,Road,Neutral,High,Nimbut,14-05-2025,413110,en
Road conditions are very poor and dangerous.,other_issue,Health,Neutral,Low,Malegaon,30-07-2025,413115,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Medium,Malegaon,22-01-2024,413115,en
Medicines are not available at the PHC.,medicines_not_available,Education,Positive,Low,Baramati,20-04-2024,413102,en
Sanitation facilities are not adequate in the village.,other_issue,Health,Negative,Low,Malegaon,01-07-2025,413115,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Low,Morgaon,23-12-2024,413304,en
Sanitation facilities are not adequate in the village.,other_issue,Road,Negative,High,Supa,18-08-2024,413109,en
School building is damaged and unsafe.,other_issue,Water,Positive,High,Katphal,01-03-2025,413111,en
No water supply in the village since several days.,no_water_supply,Education,Positive,Low,Morgaon,21-08-2024,413304,en
School building is damaged and unsafe.,other_issue,Health,Positive,High,Pandare,30-08-2024,413103,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Low,Nimbut,29-03-2024,413110,en
No water supply in the village since several days.,no_water_supply,Water,Negative,High,Pandare,27-02-2025,413103,en
No water supply in the village since several days.,no_water_supply,Electricity,Neutral,High,Pandare,28-08-2025,413103,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Pandare,24-07-2024,413103,en
Electricity supply is irregular in our area.,other_issue,Electricity,Positive,High,Malegaon,20-11-2024,413115,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Katphal,18-04-2025,413111,en
Electricity supply is irregular in our area.,other_issue,Education,Positive,Low,Katphal,10-01-2025,413111,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Baramati,20-06-2025,413102,en
Electricity supply is irregular in our area.,other_issue,Electricity,Neutral,High,Supa,16-01-2024,413109,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Supa,20-05-2024,413109,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Someshwar,04-08-2025,412306,en
Electricity supply is irregular in our area.,other_issue,Health,Neutral,Medium,Katphal,20-06-2024,413111,en
Electricity supply is irregular in our area.,other_issue,Health,Neutral,Medium,Malegaon,10-09-2024,413115,en
Electricity supply is irregular in our area.,other_issue,Water,Negative,High,Someshwar,21-07-2024,412306,en
School building is damaged and unsafe.,other_issue,Water,Negative,High,Nimbut,15-09-2024,413110,en
Road conditions are very poor and dangerous.,other_issue,Education,Negative,Low,Nimbut,15-04-2024,413110,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Medium,Pandare,26-05-2025,413103,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Nimbut,10-06-2025,413110,en
School building is damaged and unsafe.,other_issue,Sanitation,Negative,Low,Malegaon,11-08-2024,413115,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Malegaon,18-05-2025,413115,en
Road conditions are very poor and dangerous.,other_issue,Sanitation,Negative,High,Malegaon,06-04-2025,413115,en
Sanitation facilities are not adequate in the village.,other_issue,Sanitation,Neutral,Low,Katphal,27-02-2025,413111,en
Sanitation facilities are not adequate in the village.,other_issue,Health,Negative,Low,Morgaon,23-10-2024,413304,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Baramati,05-01-2025,413102,en
Electricity supply is irregular in our area.,other_issue,Road,Neutral,Medium,Morgaon,04-08-2025,413304,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Medium,Baramati,18-06-2025,413102,en
Medicines are not available at the PHC.,medicines_not_available,Road,Negative,Medium,Someshwar,14-04-2025,412306,en
Road conditions are very poor and dangerous.,other_issue,Road,Positive,Low,Morgaon,28-03-2025,413304,en
Sanitation facilities are not adequate in the village.,other_issue,Health,Neutral,Medium,Katphal,27-06-2024,413111,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Morgaon,08-01-2025,413304,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Medium,Someshwar,15-07-2024,412306,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Morgaon,10-06-2025,413304,en
Electricity supply is irregular in our area.,other_issue,Education,Negative,Low,Nimbut,18-04-2024,413110,en
Sanitation facilities are not adequate in the village.,other_issue,Road,Neutral,Low,Morgaon,08-04-2025,413304,en
School building is damaged and unsafe.,other_issue,Education,Positive,Low,Morgaon,15-06-2025,413304,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Katphal,17-09-2024,413111,en
Road conditions are very poor and dangerous.,other_issue,Education,Positive,Low,Morgaon,23-08-2024,413304,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Baramati,13-06-2024,413102,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Someshwar,15-03-2024,412306,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Morgaon,13-07-2025,413304,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Medium,Katphal,08-06-2025,413111,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Low,Malegaon,16-03-2025,413115,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Low,Pandare,11-07-2025,413103,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Nimbut,06-06-2024,413110,en
School building is damaged and unsafe.,other_issue,Sanitation,Positive,Medium,Morgaon,24-06-2025,413304,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Medium,Baramati,25-11-2024,413102,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Baramati,20-12-2024,413102,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Someshwar,12-04-2024,412306,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Medium,Someshwar,11-04-2025,412306,en
School building is damaged and unsafe.,other_issue,Sanitation,Positive,High,Nimbut,18-05-2025,413110,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Malegaon,22-09-2024,413115,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Katphal,31-08-2024,413111,en
Electricity supply is irregular in our area.,other_issue,Water,Neutral,High,Pandare,08-12-2024,413103,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Nimbut,30-05-2025,413110,en
Marathi complaint - needs translation,other_issue,Health,Neutral,High,Nimbut,02-07-2025,413110,en
Electricity supply is irregular in our area.,other_issue,Water,Positive,High,Someshwar,20-02-2025,412306,en
School building is damaged and unsafe.,other_issue,Water,Negative,High,Katphal,22-05-2025,413111,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Malegaon,18-06-2024,413115,en
Medicines are not available at the PHC.,medicines_not_available,Education,Positive,Low,Supa,24-01-2025,413109,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Someshwar,20-07-2024,412306,en
Electricity supply is irregular in our area.,other_issue,Sanitation,Positive,High,Pandare,07-01-2025,413103,en
Marathi complaint - needs translation,other_issue,Health,Neutral,High,Morgaon,21-01-2025,413304,en
